Comp_OID,Oid_Type,Symbolic_name,CodingSystemName
2.16.840.1.113883.4.820,3,nrmoid,Norman Regional Moore
2.16.840.1.113883.3.5479,3,norwalkmedicalgroup,Clinic Name OID Root Norwalk Medical Group OID Root
2.16.840.1.113883.3.5480,3,lafayettegeneralmedicaldoctors,Lafayette General Medical Doctors
2.16.840.1.113883.3.5481,3,pediatricophthalmology,"Pediatric Ophthalmology Consultants, LLC"
2.16.840.1.113883.3.5482,3,csok,Cancer Specialists of Oklahoma
2.16.840.1.113883.3.5483,3,peerplace,PeerPlace Networks
2.16.840.1.113883.3.5485,3,t2e,Ten2Eleven Accountable Care Solutions
2.16.840.1.113883.3.5486,3,wehha,White Earth Home Health Agency Nightingale Notes
2.16.840.1.113883.3.5487,3,cfwh,Center for Women's Health of Lansdale OID Root
2.16.840.1.113883.3.5488,3,byrensmd,"David M. Byrens, M.D., P.C."
2.16.840.1.113883.3.2402.200.6834,17,physicians-computer-company-clients-mpac,Physician's Computer Company (PCC) Clients Milestones Pediatric & Adolescent Care
2.16.840.1.113883.3.2169.11,14,lpnt-fpp,LifePoint Health Providers
2.16.840.1.113883.3.2235.11,14,lpnnt-srmcfpp,Sumner Regional Medicals Center Providers
2.16.840.1.113883.3.2236.11,14,lpnt-rrmcfpp,Riverview Regional Hospital Providers
2.16.840.1.113883.3.2237.11,14,lpnt-tmcfpp,Trousdale Medical Center Providers
2.16.840.1.113883.3.5489,3,handalsacapediatrics,Handal Saca Pediatrics OID Root
2.16.840.1.113883.3.2341.11,14,lpnt-rmcfpp,Rockdale Medical Center Providers
2.16.840.1.113883.3.2342.11,14,lpnt-pmhfpp,Person Memorial Hospital Providers
2.16.840.1.113883.3.2344.11,14,lpnt-shdfpp,SOVAH Health - Danville Providers
2.16.840.1.113883.3.2349.11,14,lpnt-mmclcfpp,Memorial Medical Center of Las Cruces Providers
2.16.840.1.113883.3.2350.11,14,lpnt-cvmcfpp,Clinch Valley Medical Center Providers
2.16.840.1.113883.3.2351.11,14,lpnt-lcrhfpp,Lake Cumberland Regional Hospital Providers
2.16.840.1.113883.3.2352.11,14,lpnt-shmfpp,SOVAH Health - Martinsville Providers
2.16.840.1.113883.3.2353.11,14,lpnt-rghfpp,Raleigh General Hospital Providers
2.16.840.1.113883.3.2354.11,14,lpnt-stmcfpp,Southern Tennesse Medical Center Providers
2.16.840.1.113883.3.5490,3,wchIN,Wabash County Hospital OID Root
2.16.840.1.113883.3.5490.1,14,wchIN-CAH,Wabash County Hospital - Main
2.16.840.1.113883.3.5491,3,wchdnn,Webster County Health Department Nightingale Notes
2.16.840.1.113883.3.5492,3,lbhhtx,Lubbock Heart and Surgical Hospital
2.16.840.1.113883.17.4000,3,tvcc,Total Vein Care Clinic
2.16.840.1.113883.3.2355.11,14,lpnt-vrmcfpp,Vaughan Regional Medical Center Providers
2.16.840.1.113883.3.2356.11,14,lpnt-jpmcfpp,Jackson Purchase Medical Center Providers
2.16.840.1.113883.3.2358.11,14,lpnt-lrmcfpp,Logan Regional Medical Center Providers
2.16.840.1.113883.3.2363.11,14,lpnt-mrmcfpp,Meadowview Regional Medical Center Providers
2.16.840.1.113883.3.2364.11,14,lpnt-pcmcfpp,Putnam Community Medical Center Providers
2.16.840.1.113883.3.2365.11,14,lpnt-svhfpp,Spring View Hospital Providers
2.16.840.1.113883.3.2366.11,14,lpnt-wpmcfpp,Western Plains Medical Complex Providers
2.16.840.1.113883.3.2368.11,14,lpnt-wcchfpp,Wythe County Community Hospital Providers
2.16.840.1.113883.3.2498.11,14,lpnt-amdfpp,Acadian Medical Center Providers
2.16.840.1.113883.3.2499.11,14,lpnt-arhfpp,Andalusia Regional Hospital Providers
2.16.840.1.113883.3.2500.11,14,lpnt-armcfpp,Ashley Regional Medical Center Providers
2.16.840.1.113883.3.2501.11,14,lpnt-srmcafpp,Starr Regional Medical Center - Athens Providers
2.16.840.1.113883.3.2502.11,14,lpnt-bchfpp,Bluegrass Community Hospital Providers
2.16.840.1.113883.3.2503.11,14,lpnt-bmcfpp,Bolivar Medical Center Providers
2.16.840.1.113883.3.2504.11,14,lpnt-bourbonchfpp,Bourbon Community Hospital Providers
2.16.840.1.113883.3.2505.11,14,lpnt-chfpp,Castleview Hospital Providers
2.16.840.1.113883.3.2506.11,14,lpnt-crmcfpp,Clark Regional Medical Center Providers
2.16.840.1.113883.3.2507.11,14,lpnt-cpmcfpp,Colorado Plains Medical Center Providers
2.16.840.1.113883.3.2508.11,14,lpnt-strlfpp,Southern Tennessee Regional - Lawrenceburg Providers
2.16.840.1.113883.3.2509.11,14,lpnt-ermcfpp,Ennis Regional Medical Center Providers
2.16.840.1.113883.3.2510.11,14,lpnt-gchfpp,Georgetown Community Hospital Providers
2.16.840.1.113883.3.2511.11,14,lpnt-hrmcfpp,Havasu Regional Medical Center Providers
2.16.840.1.113883.3.2512.11,14,lpnt-strpfpp,Southern Tennessee Regional - Pulaski
2.16.840.1.113883.3.2513.11,14,lpnt-lchfpp,Lakeland Community Hospital Providers
2.16.840.1.113883.3.2514.11,14,lpnt-shclfpp,SageWest Health Care - Lander Providers
2.16.840.1.113883.3.2515.11,14,lpnt-livingstonfpp,Livingston Regional Hospital Providers
2.16.840.1.113883.3.2516.11,14,lpnt-lmhfpp,Logan Memorial Hospital Providers
2.16.840.1.113883.3.2517.11,14,lpnt-lamcfpp,Los Alamos Medical Center Providers
2.16.840.1.113883.3.1070.5668,17,mckesson-fusion-5668,mckesson-fusion-5668
2.16.840.1.113883.3.1070.5667,17,mckesson-fusion-5667,mckesson-fusion-5667
2.16.840.1.113883.3.5493,3,doctorsoft,Doctorsoft
2.16.840.1.113883.3.5494,3,chb-hs,Community Hospital of Bremen
2.16.840.1.113883.3.5495,3,ymc,Yankton Medical Clinic
2.16.840.1.113883.3.5494.1,14,chb-mainhs,Community Hospital of Bremen Main Campus
2.16.840.1.113883.3.5496,3,nch2014,OID for The Nemours Foundation
2.16.840.1.113883.3.2518.11,14,lpnt-mpmcfpp,Maria Parham Medical Center Providers
2.16.840.1.113883.3.2519.11,14,lpnt-mercyfpp,Mercy Regional Medical Center Providers
2.16.840.1.113883.3.2520.11,14,lpnt-mmcfpp,Minden Medical Center Providers
2.16.840.1.113883.3.2521.11,14,lpnt-nnrhfpp,Northeastern Nevada Regional Hospital Providers
2.16.840.1.113883.3.2522.11,14,lpnt-nmcfpp,Northwest Medical Center Providers
2.16.840.1.113883.3.2523.11,14,lpnt-prmcfpp,Palestine Regional Medical Center Providers
2.16.840.1.113883.3.2524.11,14,lpnt-prhfpp,Parkview Regional Hospital Providers
2.16.840.1.113883.3.2525.11,14,lpnt-rphfpp,River Parishes Hospital Providers
2.16.840.1.113883.3.2526.11,14,lpnt-shcrfpp,SageWest Health Care - Riverton Providers
2.16.840.1.113883.3.2527.11,14,lpnt-rhfpp,Russellville Hospital Providers
2.16.840.1.113883.3.2528.11,14,lpnt-trmcfpp,Teche Regional Medical Center Providers
2.16.840.1.113883.3.2529.11,14,lpnt-tcrhfpp,Twin County Regional Healthcare Providers
2.16.840.1.113883.3.2530.11,14,lpnt-vvmcfpp,Valley View Medical Center Providers
2.16.840.1.113883.3.5497,3,swrhmrn,SWRH MRN OID
2.16.840.1.113883.3.2531.11,14,lpnt-srmcefpp,Starr Regional Medical Center - Etowah Providers
2.16.840.1.113883.3.5498,3,swrhfacility,SWRH Facility OID
2.16.840.1.113883.3.2533.11,14,lpnt-uhsmfpp,UP Health System - Marquette Providers
2.16.840.1.113883.3.5499,3,swrhprovider,SWRH Provider OID
2.16.840.1.113883.3.4042.11,14,lpnt-uhsbfpp,UP Health System - Bell Providers
2.16.840.1.113883.3.4043.11,14,lpnt-uhspfpp,UP Health System - Portage Provider
2.16.840.1.113883.3.4045.11,14,lpnt-fhfpp,Fauquier Health Providers
2.16.840.1.113883.3.5500,3,fcmhmrn,FCMH MRN OID
2.16.840.1.113883.3.4048.11,14,lpnt-smhfpp,Scott Memorial Hospital Provider
2.16.840.1.113883.3.5341.11,14,lpnt-rrhsfpp,Rutherford Regional Health System Provider
2.16.840.1.113883.3.5501,3,fcmhfacility,FCMH Facility OID
2.16.840.1.113883.3.2402.200.6847,17,physicians-computer-company-clients-skagit,"Physician's Computer Company (PCC) Clients Skagit Pediatrics, LLP"
2.16.840.1.113883.3.5502,3,fcmhprovider,FCMH Provider OID
2.16.840.1.113883.3.5503,3,irmc,Indian River Medical Center
2.16.840.1.113883.3.2402.200.6801,17,physicians-computer-company-clients-spac,Physician's Computer Company (PCC) Clients Sandhills Pediatric & Adolescent Clinic
2.16.840.1.113883.3.5504,3,aveonhealth,Aveon Health oid root
2.16.840.1.113883.3.5505,3,mercydiagnostics,Mercy Diagnostics Inc
2.16.840.1.113883.3.5506,3,mercydiagproviders,Mercy Diagnostics Inc Provider Pool
2.16.840.1.113883.3.5507,3,cCMH-Mission,CHOC's Children at Mission
2.16.840.1.113883.3.5508,3,larrycampolipodiatry,Larry Campoli Podiatry OID Root
2.16.840.1.113883.3.1070.5957,17,mckesson-fusion-5957,mckesson-fusion-5957
2.16.840.1.113883.17.4001,3,cmo,Central Michigan Orthopaedics
2.16.840.1.113883.3.5509,3,tristateopenmri2,Tristate Imaging Consultants Facility OID
2.16.840.1.113883.3.5510,3,tristateopenmri3,Tristate Imaging Consultants Provider Pool OID
2.16.840.1.113883.3.5511,3,trcc,The Regional Cancer Center
2.16.840.1.113883.3.5512,3,docneids,"Thomas Neidlinger, MD"
2.16.840.1.113883.3.1070.5962,17,mckesson-fusion-5962,mckesson-fusion-5962
2.16.840.1.113883.3.1070.5963,17,mckesson-fusion-5963,mckesson-fusion-5963
2.16.840.1.113883.3.5513,3,richmd,Mark Richardson MD PC
2.16.840.1.113883.3.5514,3,gileadpaincare,Gilead Pain Care/Pain Clinic of MI Associates
2.16.840.1.113883.3.5515,3,lambrix-David6011,David Lambrix
2.16.840.1.113883.3.2402.200.6837,17,physicians-computer-company-clients-good,Physician's Computer Company (PCC) Clients Good Pediatrics
2.16.840.1.113883.3.2402.200.335,17,physicians-computer-company-clients-ppa,"Physician's Computer Company (PCC) Clients Pediatric Associates of Hampton and Portsmouth, P.C."
2.16.840.1.113883.3.2402.200.6844,17,physicians-computer-company-clients-apa,"Physician's Computer Company (PCC) Clients Augusta Pediatric Associates, P.C."
2.16.840.1.113883.3.5516,3,orthodocs,MICHAEL S KENNEDY MD  R JOSEPH GRIERSON DO
2.16.840.1.113883.3.5517,3,mshin,Mississippi Health Information Network
2.16.840.1.113883.17.4002,17,clinicserver-eclaims,ClinicServer-eClaims
2.16.840.1.113883.13.266,13,lims-dhin,LIMS-DHIN Connection
2.16.840.1.113883.13.267,13,dph-pvdr-pool,DPH Provider Pool
2.16.840.1.113883.3.5518,3,wfpc,West Front Primary Care
2.16.840.1.113883.3.5519,3,apomcorp6301,"Allied Physicians of Michiana, LLC"
2.16.840.1.113883.3.5519.22,14,apomcorp6301-mog,Michiana Obstetrics and Gynecology
2.16.840.1.113883.3.5519.4,14,apomcorp6301-UASB,Urology Associates of South Bend
2.16.840.1.113883.4.821,3,crisp-rhs,Crisp Regional Health Services
2.16.840.1.113883.3.5520,3,mhp-ims,Internal Medicine Specialists
2.16.840.1.113883.3.5521,3,stcatherine,St Catherine Hospital
2.16.840.1.113883.13.268,13,mrnAtlanticGeneralHospital,Atlantic General Hospital - MRN Pool
2.16.840.1.113883.13.269,13,providerIdAtlanticGeneralHospital,Atlantic General Hospital - Provider Id Pool
2.16.840.1.113883.13.270,13,mrnAtlanticGeneralHealthSystem,Atlantic General Health System (AGHS) - MRN Pool OID
2.16.840.1.113883.13.271,13,providerIdAtlanticGeneralHealthSystem,Atlantic General Health System (AGHS) - Provider Id Pool OID
2.16.840.1.113883.13.272,13,mrnAtlanticImmedicare,Atlantic ImmediaCare (AIC) - MRN Pool OID
2.16.840.1.113883.13.273,13,providerIdAtlanticImmedicare,Atlantic ImmediaCare (AIC) - Provider Id Pool OID
2.16.840.1.113883.3.1070.5959,17,mckesson-fusion-5959,mckesson-fusion-5959
2.16.840.1.113883.3.5522,3,kingdomain,Kingdomain Corporation
2.16.840.1.113883.3.1070.5554,17,mckesson-fusion-5554,mckesson-fusion-5554
2.16.840.1.113883.3.5523,3,schoolcraft,Schoolcraft Memorial Hospital
2.16.840.1.113883.3.5524,3,family-medicine-center,Centrastate Family Medicine Center
2.16.840.1.113883.3.2402.200.6843,17,physicians-computer-company-clients-jenks,Physician's Computer Company (PCC) Clients Jenks House Pediatric Clinic
2.16.840.1.113883.17.4003,17,rnaholdings,RNA Holdings HL7 Interface
2.16.840.1.113883.3.5525,3,jcl-nm,HonorHealth John C. Lincoln Medical Center
2.16.840.1.113883.3.5526,3,jcl-dv,HonorHealth Deer Valley Medical Center
2.16.840.1.113883.3.5527,3,pedisurgery,Miami Children's Hospital
2.16.840.1.113883.3.5528,3,mandB,Marquez and Bengochea PA
2.16.840.1.113883.3.5529,3,mandBPA,Marquez and Bengochea PA
2.16.840.1.113883.3.5530,3,sscfm,Silver Sage Center for Family Medicine
2.16.840.1.113883.3.5531,3,holtonhospital,Holton Community Hospital/Rural Health Resources of Jackson County
2.16.840.1.113883.3.2402.200.6817,17,physicians-computer-company-clients-pawa,Physician's Computer Company (PCC) Clients South Sound Pediatrics
2.16.840.1.113883.3.5532,3,louisvillepcmh,"Louisville Patient Centered Medical Home, PSC OID Root"
2.16.840.1.113883.4.822,3,memorialhospital,Memorial Hospital Chester
2.16.840.1.113883.3.5533,3,bhmc1,Bayhealth Medical Center - Facility
2.16.840.1.113883.3.5534,3,bhmc2,Bayhealth Medical Center -  Provider
2.16.840.1.113883.3.5535,3,cpassoc,Community Pulmonary Associates OID Root
2.16.840.1.113883.3.5536,3,ddiroothl7oid,DDIRootHL7OID
2.16.840.1.113883.3.5536.1,14,ddiFacilityHL7OID,Delaware Diagnostic Imaging MRN HL7 OID
2.16.840.1.113883.3.5537,3,familyhealthofdelaware,Family Health of Delaware OID Root 
2.16.840.1.113883.3.5538,3,jclmrn,HonorHealth MRN
2.16.840.1.113883.3.5539,3,dhinFacOID,DHIN Facility OID
2.16.840.1.113883.3.5539.1,14,dhinProvOID,DHIN Provider OID
2.16.840.1.113883.3.5536.2,14,ddiProviderHL7OID,Delaware Diagnostic Imaging PROVIDER HL7 OID
2.16.840.1.113883.9.179,9,phlipFluMsgMapELRv251Receiver,PHLIP Influenza Business Rules Applied to HL7 Version 2.5.1 Electronic Laboratory Reporting to Public Health R1
2.16.840.1.113883.4.823,3,myDirectivesUADD,A|D Vault Exchange
2.16.840.1.113883.3.5540,3,smcbhrs,San Mateo County BHRS
2.16.840.1.113883.3.1070.5967,3,mckesson-fusion-5967,mckesson-fusion-5967
2.16.840.1.113883.3.5541,3,asante-root,Asante
2.16.840.1.113883.9.180,3,hardinmedical,Hardin Medical Center
2.16.840.1.113883.3.1070.5964,17,mckesson-fusion-5964,mckesson-fusion-5964
2.16.840.1.113883.3.5542,3,millenniummedicalpc,millenniummedicalpc OID Root
2.16.840.1.113883.3.1164.7,17,mmcrheum,Munson Medical Center - Rheumatology
2.16.840.1.113883.4.824,3,pedscdunc,Sanford Children's Clinic Duncan
2.16.840.1.113883.3.5543,3,neuromuscular,Neuromuscular and Rehabilitation Associates of Northern Michigan
2.16.840.1.113883.17.4004,17,smh,"City of Sallisaw, Sequoyah County Hospital Authority"
2.16.840.1.113883.3.5544,3,family-practice-FPCS,Family Practice of Centrastate
2.16.840.1.113883.17.4005,17,jpnowfacility,Jane Phillips Nowata Health Center Facility
2.16.840.1.113883.3.5545,3,cmmc,Chicot Memorial Medical Center
2.16.840.1.113883.3.2629.225,14,caldwell,Caldwell UNC Health Care
2.16.840.1.113883.3.2629.250,14,highpoint,High Point Regional UNC Health Care
2.16.840.1.113883.3.2629.275,14,johnston,Johnston UNC Health Care
2.16.840.1.113883.3.5546,3,lshp,Lakeshore Health Partners
2.16.840.1.113883.3.5547,3,longviewtech,Longview Technology Inc Endpoint
2.16.840.1.113883.3.2629.400,14,nash,Nash UNC Health Care
2.16.840.1.113883.3.2402.200.6848,17,physicians-computer-company-clients-eppc,"Physician's Computer Company (PCC) Clients East Portland Pediatric Clinic, P.C."
2.16.840.1.113883.3.1070.5972,17,mckesson-fusion-5972,mckesson-fusion-5972
2.16.840.1.113883.3.1070.5970,3,mckesson-fusion-5970,mckesson-fusion-5970
2.16.840.1.113883.3.5548,3,iris,"IRIS, Le Groupe Visuel (Canada)"
2.16.840.1.113883.3.5549,3,elmdpm,"Edward L Murray, DPM OID root"
2.16.840.1.113883.3.5550,3,olympiamedicalcenterLA,"Olympia Medical Center, Los Angeles"
2.16.840.1.113883.3.5551,3,nvfamcare,Nevada Family Care
2.16.840.1.113883.3.2402.300.11,17,physicians-computer-company-vendors-palmetto,Physician's Computer Company (PCC) Vendors Palmetto Health
2.16.840.1.113883.3.5552,3,paccsa,Pulmonary Allergy Critical Care Sleep Associates
2.16.840.1.113883.3.5553,3,mhhcc-pp,Memorial Hospital and Health Care Patient Portal
2.16.840.1.113883.3.5554,3,srhn-061,Scotland Regional Health Network OID Root
2.16.840.1.113883.3.5555,3,vippc,"VIP Eye Care Optometry, PC"
2.16.840.1.113883.3.5556,3,mtgraham,Mt. Graham Regional Medical Center
2.16.840.1.113883.3.5557,3,baptist-health-madisonville,Baptist Health Madisonville
2.16.840.1.113883.3.5558,3,elkview,Kiowa County Hospital Authority
2.16.840.1.113883.3.5559,3,ach1,Arkansas Children's Hospital
2.16.840.1.113883.3.5560,3,longviewtechprod,LongView Technology Production Endpoint
2.16.840.1.113883.3.5561,3,kennedy-HS,Kennedy Health System
2.16.840.1.113883.3.5562,3,pvch,Pawnee Valley Community Hospital
2.16.840.1.113883.3.5563,3,tbdsolutions,TBD Solutions LLC
2.16.840.1.113883.3.5547.2,14,longviewtechtest,Longview Technology Inc Test Endpoint
2.16.840.1.113883.3.5564,3,btc,Barnes Talero Eyecare
2.16.840.1.113883.3.5565,3,uhbereafacility,UH Berea Facility OID
2.16.840.1.113883.3.1070.5965,17,mckesson-fusion-5965,mckesson-fusion-5965
2.16.840.1.113883.3.5566,3,tualityphysicians,Tuality Physicians OID Root
2.16.840.1.113883.3.5567,3,meditureTruChart,Mediture-TruChart
2.16.840.1.113883.3.5568,3,kh,Kootenai Health
2.16.840.1.113883.3.5569,3,bsapg,BSA Physicians Group
2.16.840.1.113883.3.1070.5968,17,mckesson-fusion-5968,mckesson-fusion-5968
2.16.840.1.113883.3.2518.300,14,lpnt-mpmclis,Maria Parham Medical Center LIS
2.16.840.1.113883.3.2533.2,14,lpnt-uhsm-phy,UP Health System - Marquette Physician Practices
2.16.840.1.113883.3.2533.2.1,14,lpnt-uhsm-phy-fmm,UP Health System - Marquette Family Medicine - Marquette
2.16.840.1.113883.3.2533.2.2,14,lpnt-uhsm-phy-fml,UP Health System - Marquette Family Medicine - Lakewood
2.16.840.1.113883.3.2533.2.3,14,lpnt-uhsm-phy-fme,UP Health System - Marquette Doctors Park Family Physicians - Escanaba
2.16.840.1.113883.3.2533.2.4,14,lpnt-uhsm-phy-pem,UP Health System - Marquette Pediatric Specialists
2.16.840.1.113883.3.5570,3,drdhl,"Douglas H. Lanning, OD"
2.16.840.1.113883.3.5571,3,jclmeditech,HonorHealth Medical Group - Saguaro
2.16.840.1.113883.3.5572,3,pVSurgical,Pioneer Valley Surgical Associates
2.16.840.1.113883.3.5573,3,staffpedi299,"Stafford Pediatric Associates, P.C."
1.3.6.1.4.1.32898.1.4.2.1021,4,cfdiab-gr-4100,SHMG Diabetes and Endocrinology - 4100 Lake Dr
1.3.6.1.4.1.32898.1.4.2.1022,4,cfdiab-hol-588,SHMG Diabetes and Endocrinology - Holland
1.3.6.1.4.1.32898.1.4.2.1023,4,concierge-gr-4069,SHMG Concierge Medicine
2.16.840.1.113883.17.4006,17,prsub1,PointRight-SubmissionsOID
2.16.840.1.113883.3.5574,3,dewittfootandankle,DeWitt Foot and Ankle OID Root
2.16.840.1.113883.3.5575,3,hmaplc,"Hillsdale Medical Associates, PLC"
2.16.840.1.113883.9.181,3,tcrmc,TCRMC EHR CDA
2.16.840.1.113883.3.5576,3,pca299,Pediatric Care Associates
1.3.6.1.4.1.32898.1.4.2.1024,4,core-health,Spectrum Health Core Health - 75 Sheldon
1.3.6.1.4.1.32898.1.4.2.1025,4,core-health-gnv-701,Spectrum Health Core Health - Greenville
1.3.6.1.4.1.32898.1.4.2.1026,4,cr-gn-707,SHMG Colon Rectal Surgery - Greenville
2.16.840.1.113883.3.5577,3,ccfmrn,CCF MRN OID
2.16.840.1.113883.3.5578,3,ccffacility,CCF Facility OID
2.16.840.1.113883.3.5579,3,ccfprovider,CCF Provider OID
2.16.840.1.113883.3.5580,3,ccmrn,Cleveland Clinic MRN OID
2.16.840.1.113883.3.5581,3,ccfacility,Cleveland Clinic Facility OID
2.16.840.1.113883.3.5582,3,ccprovider,Cleveland Clinic Provider OID
2.16.840.1.113883.3.5583,3,ccfrefmrn,CCF Reference LAB MRN OID
2.16.840.1.113883.3.5584,3,ccfreffacility,CCF Reference LAB Facility OID
2.16.840.1.113883.3.5585,3,ccfrefprovider,CCF Reference LAB Provider OID
2.16.840.1.113883.3.567.13.1,14,fdbETCID,fdb_Enhanced_Therapeutic_Class_ID
2.16.840.1.113883.3.5586,3,springfieldchc,Springfield College Student health Center
2.16.840.1.113883.3.3991.2000,17,epic-placer,Sparrow Epic Placer Order Number
2.16.840.1.113883.3.5587,3,health-eFilings,Health eFilings OID Root
2.16.840.1.113883.3.5588,3,cfvhs,Cape Fear Valley Health System
1.2.36.1.2001.1005.19.6,13,picscentralNTDepartmentOfHealth,PICS Central IDs for NT Department of Health
1.2.36.1.2001.1005.19.7,13,picsbagotNTDepartmentOfHealth,PICS Bagot IDs for NT Department of Health
1.2.36.1.2001.1005.19.8,13,picsbinjariNTDepartmentOfHealth,PICS Binjari IDs for NT Department of Health
1.2.36.1.2001.1005.19.9,13,caresysNTDepartmentOfHealth,Caresys l IDs for NT Department of Health
1.2.36.1.2001.1005.19.10,13,clinicalworkstationNTDepartmentOfHealth,Clinical Workstation IDs for NT Department of Health
2.16.840.1.113883.3.5589,3,brightree,Brightree OID
2.16.840.1.113883.3.989.5.1.1,17,eu,EU OID Root
2.16.840.1.113883.3.5590,3,chs-org-hl7,Capital Health System
2.16.840.1.113883.4.825,3,webEHR,CGM webEHR
2.16.840.1.113883.4.826,3,cgmclinical,CGM CLINICAL
2.16.840.1.113883.4.827,3,cgmEEHR,CGM ENTERPRISE EHR
2.16.840.1.113883.17.4007,17,wagonerhospital,Wagoner Community Hospital
2.16.840.1.113883.17.4008,17,athena-wagoner,athena/Wagoner 14254
2.16.840.1.113883.3.5591,3,ria,Radiology Imaging Associates
2.16.840.1.113883.3.5592,3,hcmhElkinNC,Hugh Chatham Memorial Hospital
2.16.840.1.113883.3.5593,3,qhsfacility,Quindell Health Service Facility OID
2.16.840.1.113883.3.1070.5958,17,mckesson-fusion-5958,mckesson-fusion-5958
2.16.840.1.113883.3.5594,3,ngmllc,NextGen Management LLC
2.16.840.1.113883.4.828,3,chadronHospital,Chadron Community Hospital
2.16.840.1.113883.4.829,3,chadronHospitalLab,Chadron Community Hospital Lab
2.16.840.1.113883.3.5595,3,oc,Boundary Community Hospital
2.16.840.1.113883.3.5596,3,bchmed,Benewah Community Hospital MediTch OID
2.16.840.1.113883.3.5597,3,bghsp,Bonner General Health
2.16.840.1.113883.3.1070.5625,17,mckesson-fusion-5625,mckesson-fusion-5625
2.16.840.1.113883.3.5598,3,dhamilos,"David T. Hamilos, DPM OID Root"
2.16.840.1.113883.3.5599,3,kindredHealthcare,Kindred Healthcare
2.16.840.1.113883.2.45,2,hl7-Malaysia,HL7 Malaysia
2.16.840.1.113883.3.5600,3,srma-01007,Swift River Medical Associates
2.16.840.1.113883.3.5601,3,mcmhredoak,Montgomery County Memorial Hospital
2.16.840.1.113883.3.5602,3,sjpowwomens,SJP Owasso Womens Health Group
2.16.840.1.113883.3.5603,3,sjpowwomensba,SJP Owasso Womens Health Group Broken Arrow MOB
2.16.840.1.113883.3.5604,3,sjpowwomenssap,SJP Owasso Womens Health Group Sapulpa
2.16.840.1.113883.3.5605,3,sahchicago,"Saint Anthony Hospital - Chicago, IL"
2.16.840.1.113883.3.5606,3,igh,Indianapolis Gastroenterology and Hepatology
2.16.840.1.113883.3.5607,3,dha-nm,Digestive Health Associates of Northern Michigan
2.16.840.1.113883.3.5608,3,cns,"Center for Neurological Surgery, PC"
2.16.840.1.113883.3.520.3.17,15,naaccr-tnm-pathologic-staged-by,NAACCR TNM Pathologic Staged By
2.16.840.1.113883.3.520.4.17,13,tnm-pathologic-tumor,TNM Pathologic Tumor value set
2.16.840.1.113883.3.520.4.18,13,tnm-pathologic-node,TNM Pathologic Node value set
2.16.840.1.113883.3.520.4.19,13,tnm-pathologic-metastasis,TNM Pathologic Merastasis valus set
2.16.840.1.113883.3.520.4.20,13,tnm-pathologic-stage-group,TNM Pathologic Stage Group value set
2.16.840.1.113883.3.520.4.21,13,tnm-stage-descriptor,TNM Stage Descriptor value set
2.16.840.1.113883.3.520.4.23,13,naaccr-rrtabr-grouping,NAACCR Radiation Regional Treatment and Boost Radiation Grouping value set
2.16.840.1.113883.3.520.4.24,13,radiation-rrtabr-icd-9-cm-codes,Radiation Regional Treatment and Boost Radiation ICD-9-CM codes value set
2.16.840.1.113883.3.520.4.25,13,rrtabr-icd10-pcs-codes,Radiation Regional Treatment and Boost Radiation ICD10-PCS codes valus set
2.16.840.1.113883.3.520.4.26,13,rrtabr-snomed-ct-codes,Radiation Regional Treatment and Boost Radiation SNOMED CT codes value set
2.16.840.1.113883.3.520.4.27,13,naaccr-tnm-pathologic-staged-by,NAACCR TNM Pathologic Staged By value set
2.16.840.1.113883.3.520.4.29,13,naaccr-snomedct-cancer-reportability-list,NAACCR SNOMEDCT Cancer Reportability List value set
2.16.840.1.113883.3.2402.200.6835,17,physicians-computer-company-clients-bap,Physician's Computer Company (PCC) Clients Bay Area Pediatrics
2.16.840.1.113883.4.350.111,17,stgelder,Gelder Medical
2.16.840.1.113883.4.350.112,17,strivgastro,Gastroenterology Associates of Riverside Drive
2.16.840.1.113883.4.350.113,17,stkapurpado,Rani Kapur-Pado
2.16.840.1.113883.4.350.114,17,stbutt,Khalid R Butt MD
2.16.840.1.113883.4.350.115,17,stsilvestri,"Mario G. Silvestri, DPM, PC"
2.16.840.1.113883.17.4009,17,ridgeviewMedicalCenter,Ridgeview Medical Center ELR
2.16.840.1.113883.3.5609,3,connecticutDPH,Connecticut Department of Public Health
2.16.840.1.113883.3.5610,3,cima222,Cardiology & Internal Medicine Associates
2.16.840.1.113883.3.5611,3,chs-LHN-Enterprise,Lutheran Health Network Enterprise
2.16.840.1.113883.3.5461.2,14,windopath,OID for Psyche Systems WindoPath LIS
2.16.840.1.113883.4.350.116,17,stcruz,John N. Cruz MD
2.16.840.1.113883.3.5612,3,sjhs,San Juan Health Services
2.16.840.1.113883.3.5613,3,cpcfp,CENTER FOR PRIMARY CARE
2.16.840.1.113883.3.2402.200.6855,17,physicians-computer-company-clients-hilltop,Physician's Computer Company (PCC) Clients Hilltop Pediatrics
2.16.840.1.113883.3.2402.200.6853,17,physicians-computer-company-clients-arvada,"Physician's Computer Company (PCC) Clients Arvada Pediatric Associates, P. C."
2.16.840.1.113883.3.5614,3,nysomh,New York State Office of Mental Health
2.16.840.1.113883.3.2402.200.413,17,physicians-computer-company-clients-wgpp,physician's Computer Company (PCC) Clients West Georgia Pediatric Partners
2.16.840.1.113883.3.1070.5981,17,mckesson-fusion-5981,mckesson-fusion-5981
